name,frequency
Nevin,48
Amie,47
Ofelia,47
Ezell,47
Lavonne,47
Mathilde,47
Eugenie,47
Nathalie,47
Turner,47
Smith,47
Casper,47
Luna,46
Jessica,46
Alvera,46
Hildur,46
Odette,46
Malvina,46
Toshio,46
Eldred,46
Estill,46
Elliot,46
Sherwood,46
Mahlon,46
Vilma,45
Azalee,45
Ethyl,45
Lucienne,45
Artis,45
Royce,45
Delmer,45
Sumner,45
Erling,45
Hampton,45
Guillermo,45
Blanchie,44
Dena,44
Antionette,44
Toby,44
Hildegard,44
Pasqualina,44
Herlinda,44
Elida,44
Natividad,44
Lawson,44
Casey,44
Webster,44
Chauncey,44
Teddy,44
Mac,44
Federico,44
Gasper,44
Olan,44
Sandra,43
Lexie,43
Romayne,43
Estela,43
Estefana,43
Micaela,43
Wylie,43
Meredith,43
Whitney,43
Lon,43
Willia,42
Vena,42
Hassie,42
Lavinia,42
Georgina,42
Ceil,42
Enriqueta,42
Ara,42
Felicitas,42
Madison,42
Kazuo,42
Benton,42
Bilbo,42
Zeb,42
Raymon,42
Hilario,42
Okey,42
Concha,41
Odile,41
Elvina,41
Aili,41
Ewell,41
Murry,41
Howell,41
Hymen,41
Anastacio,41
Vinnie,40
Omie,40
Verlie,40
Emogene,40
Bonita,40
Marge,40
Almeta,40
Hortencia,40
Clarance,40
Arvel,40
Aurelio,40
Gerrit,40
Marcel,40
Myles,40
Archibald,40
Donato,40
Adelbert,40
Cloyd,40
Macel,39
Hamilton,39
Virgle,39
Hideo,39
Reynold,39
Orrin,39
Jennings,39
Isidor,39
Williemae,38
Creola,38
Zenobia,38
Stacia,38
Claribel,38
Waneta,38
Annabell,38
Bernetta,38
Glenda,38
Otelia,38
Aron,38
Sim,38
Hiroshi,38
Asa,38
Loyal,38
Ole,38
Saverio,38
Lucie,37
Laverna,37
Jayne,37
Odelia,37
Silvia,37
Juliana,37
Florie,37
Romana,37
Lonzo,37
Brooks,37
Thad,37
Carleton,37
Jason,37
Helmer,37
Selmer,37
Ivey,36
Ilene,36
Luverne,36
Sydelle,36
Wayland,36
Alejandro,36
Armin,36
Evert,36
Llewellyn,36
Baxter,36
Eugenio,36
Domenico,36
Ardella,35
Orelia,35
Katy,35
Zack,35
Johnson,35
Carrol,35
Pierre,35
Caesar,35
Agustin,35
Heyward,35
Bernardo,35
Esteban,35
Leonardo,35
Melissa,34
Gertha,34
Fairy,34
Onie,34
Isobel,34
Celina,34
Edmonia,34
Elodie,34
Stefania,34
Clarissa,34
Raffaela,34
Lahoma,34
Pilar,34
Alford,34
Berry,34
Raoul,34
Giles,34
Arno,34
Henretta,33
Mellie,33
Hermine,33
Evelina,33
Bettina,33
Gladyce,33
Sydell,33
Jordan,33
Hayden,33
Masato,33
Omar,33
Carlyle,33
Arne,33
Nels,33
Luciano,33
Barnett,33
Clint,33
Geronimo,33
Helga,32
America,32
Gaston,32
Rayford,32
Bertrand,32
Bartholomew,32
Lynwood,32
Eloy,32
Giovanni,32
Coley,32
Cole,32
Buna,31
Oda,31
Evelyne,31
Loyce,31
Jossie,31
Chiyoko,31
Tsuruko,31
Maureen,31
Rosanna,31
Roselyn,31
Gizella,31
Syd,31
Tim,31
Arvil,31
Joaquin,31
Warner,31
Jones,31
Werner,31
Manny,31
Milan,31
Metro,31
Reynaldo,31
Ewald,31
Paralee,30
Vela,30
Joann,30
Wynona,30
Alverda,30
Oneta,30
Otilia,30
Tadashi,30
Fritz,30
Shelton,30
Eliseo,30
Rudolf,30
Ressie,29
Inell,29
Etha,29
Maryanna,29
Vernell,29
Ignacia,29
Vicenta,29
Gino,29
Watson,29
Rollie,29
Einar,29
Fredric,29
Hilbert,29
Enos,29
Cosmo,29
Kalman,29
Leandro,29
Ozell,28
Selena,28
Albertine,28
Francesca,28
Susanne,28
Vertie,28
Mimi,28
Soledad,28
Hilliard,28
Ezekiel,28
Wyatt,28
Cicero,28
Christ,28
Garrett,28
Alcide,28
Normand,28
Sal,28
Gennie,27
Veola,27
Dannie,27
Exa,27
Earlene,27
Clora,27
Pennie,27
Hertha,27
Ines,27
Myrl,27
Clementina,27
Arie,27
Manuelita,27
Dinah,27
Olympia,27
Arleen,27
Librada,27
Loma,27
Washington,27
Lafayette,27
Norwood,27
Orin,27
Rowland,27
Bailey,27
Taft,27
Blas,27
Isidro,27
Marcelino,27
Giuseppe,27
Giacomo,27
Adolf,27
Kiyoko,26
Vonnie,26
Bernita,26
Colette,26
Adelia,26
Annamae,26
Delilah,26
Odeal,26
Cathleen,26
Gaetana,26
Salome,26
Hilaria,26
Hezekiah,26
Wm,26
Denis,26
Hosea,26
Florencio,26
Ignazio,26
Gary,26
Amado,26
Waverly,26
Bama,25
Liddie,25
Aldona,25
Emelda,25
Valborg,25
Borghild,25
Clotilde,25
Mai,25
Jesusita,25
Matilde,25
Reyes,25
Dillard,25
Chalmer,25
Curley,25
Melton,25
Bradford,25
Alfonse,25
Ismael,25
Ysidro,25
Eusebio,25
Vennie,24
Elizebeth,24
Fae,24
Nila,24
Alba,24
Allean,24
Stacy,24
Providence,24
Norene,24
Blondell,24
Natalia,24
Quincy,24
Orvil,24
Winthrop,24
Elza,24
Mitchel,24
Gurney,24
Catarino,24
Lassie,23
Rilla,23
Virgia,23
Nella,23
Rozella,23
Delpha,23
Eola,23
Delta,23
Giovanna,23
Otila,23
Nicolasa,23
Jovita,23
