name,frequency
Israel,726
Nolan,725
Delmer,725
Darwin,725
Millicent,723
Albin,720
Idella,717
Garnett,717
Zora,715
Earnestine,715
Ursula,714
Dock,713
Justine,712
Margarette,711
Carlo,711
Evie,710
Francisca,710
Rosalee,706
Alfredo,705
Ima,704
Ilene,704
Rosario,704
Lucius,704
Mina,700
Hobert,699
Tressie,697
Chris,697
Clay,696
Junius,692
Miguel,691
Al,690
Antone,689
Lovie,687
Celeste,687
Wilber,685
Eve,678
Clementine,677
Casimer,677
Vernie,676
Domenic,676
Georgiana,675
Ezra,674
Winnifred,672
Vergie,671
Rubin,671
Sebastian,671
Marvel,668
Lenard,665
Nickolas,661
Rosemarie,659
Ardis,659
Palmer,659
Raul,658
Novella,654
Maxwell,654
Faith,653
Jenny,649
Therese,648
Lacy,646
Maxie,645
Rene,644
Santos,644
Felicia,643
Gale,643
Easter,640
Shelby,636
Albertha,634
Vincenza,632
Evan,629
Emilia,627
Lavina,627
Pearline,625
Elna,622
Jules,622
Crystal,621
Lucien,621
Joshua,618
Theodora,617
Myrna,616
Haywood,616
Idell,614
Yvette,613
Domingo,613
Theron,613
Ouida,611
Kelly,608
Rubie,606
Treva,605
Davis,605
Donnie,604
Mozell,601
Guido,600
Delphine,593
Gaylord,593
Ethelyn,592
Zula,589
Coleman,589
Reta,588
Isaiah,588
Cordelia,585
Joanne,585
Abbie,583
Alda,578
Betsy,577
Pablo,576
Taylor,575
Judy,574
Harmon,573
Ellie,569
Romeo,565
Emilio,565
Elroy,563
Porter,562
Mandy,560
Velva,560
Berneice,559
Harland,559
Josefina,555
Ottis,554
Aldo,552
Sudie,551
Lennie,551
Tina,551
Lemuel,548
Alberto,548
Cathryn,547
Dorsey,546
Walker,545
Twila,544
Hellen,542
Elzie,542
Mckinley,539
Merton,536
Cruz,534
King,530
Royce,529
Roberto,529
Florian,528
Leatha,526
Roma,526
Madie,521
Annabel,521
Dee,521
Lavonne,519
Hulda,518
Georgianna,517
Rafael,517
Larue,516
Carolina,515
Oren,514
Celestine,513
Camilla,512
Meta,511
Blaine,510
Myrtie,509
Jonnie,509
Americo,509
Carmel,508
Esta,506
Felipe,500
Terry,499
Alicia,498
Adella,498
Gayle,498
Jeremiah,498
Justin,498
Vaughn,497
Arther,497
Ivory,496
Dalton,496
Granville,496
Delphia,495
Audie,492
Mason,492
Almeda,490
Rosalyn,490
Audra,487
Ossie,486
Enoch,481
Phil,481
Pinkie,478
Sabina,477
Raleigh,477
Lilyan,475
Elwin,474
Alois,473
Malinda,470
Walton,469
Evelyne,467
Felton,466
Leonora,465
Santo,465
Alvis,464
Dana,464
Tomas,464
Napoleon,462
Eloisa,458
Garfield,458
Corene,457
Bethel,455
Reed,455
Lyda,454
Cyrus,454
Enrique,454
Esperanza,452
Early,452
Gaetano,452
Pattie,450
Prince,446
Annetta,444
Odie,443
Rachael,443
Laverna,443
Avery,442
Concepcion,440
Buck,439
Stasia,438
Mortimer,438
Bulah,436
Talmadge,436
Chloe,435
Emmitt,434
Jettie,433
Bess,433
Hermon,433
Winfield,433
Alvera,432
Haskell,431
Ignatius,431
Octavia,430
Aletha,430
General,430
Carson,427
Regis,427
Julio,424
Libby,423
Hilton,422
Kathrine,421
Diane,421
Ike,421
Andres,421
Joesph,421
Elmore,420
Dorcas,418
Rupert,418
Santiago,416
Domenick,416
Macie,415
Lucian,414
Matt,414
Marcelle,413
Andrea,411
Rudy,410
Elden,410
Constantine,410
Emmie,409
Lavon,407
Marianna,407
Gustav,407
Kitty,404
Rosina,404
Eldora,403
Otho,403
Savannah,402
Janette,402
Ignacio,402
Kattie,399
Berta,399
Darrel,399
Sonia,398
Doretha,398
Carmelo,398
Grayce,397
Marcel,397
Santa,396
Ernesto,395
Angelita,390
Stephania,390
Afton,390
Judson,389
Rogers,389
Renee,388
Hardy,388
Hildegarde,387
Alphonso,387
Masao,387
Lincoln,387
Dante,387
Rosia,386
Versie,385
Fernando,385
Graham,384
Lina,383
Gregorio,382
Cleta,379
Susanna,379
Nan,378
Elmira,377
Rosamond,377
Raphael,376
Charline,375
Madonna,375
Madaline,374
Alverta,372
Hector,372
Meredith,371
Nita,371
Jackie,370
Vina,370
Dominga,370
Silvio,370
Lavada,369
Amalia,369
Elvis,369
Raymon,369
Ludie,368
Arturo,368
Violette,367
Yoshiko,366
Luvenia,365
Bridget,365
Dona,364
Emogene,363
Elisa,363
Josefa,363
Aron,363
Lida,362
Carter,362
Carrol,362
Adelina,360
Obie,360
Eldridge,359
Elinore,358
Warner,358
Earlene,357
Vernell,357
Hobart,357
Arden,357
Arleen,353
Verona,353
Adelle,350
Adrienne,349
Bonita,349
Rosalia,349
Altha,348
Georgette,347
Bobby,345
Asa,345
Yoshio,344
Urban,344
Boyce,343
Ardith,341
Rodolfo,339
Dena,337
Palma,337
Bettye,336
Quinton,335
Lucious,333
Oral,333
Casper,332
Leonor,330
Nova,329
Melvina,328
Elenora,328
Henderson,328
Elease,327
Durward,327
Pershing,326
Alvie,323
Joann,323
Berenice,323
Ludwig,323
Jonas,321
Benito,321
Loy,320
Magdalena,320
Mafalda,320
Clem,319
Refugio,318
Georgina,318
Arvilla,318
Ford,318
Angel,317
Vallie,315
Norine,315
Cathrine,314
Edison,313
Abner,312
Winford,310
Oran,310
Rollin,310
Maureen,309
Jamie,308
Marge,308
Deborah,308
Vivienne,307
Maryjane,307
Elvie,306
Franklyn,306
Gilberto,305
Hans,304
Tennie,303
Vester,303
Elisha,303
Charity,302
Magdalen,302
Buddy,302
