name,frequency
Rutha,260
Dayle,260
Rhona,260
Krista,260
Thomasina,260
Stevan,260
Garold,260
Nicolette,259
Candyce,258
Dalia,258
Eartha,257
Angelia,257
Evon,257
Lura,257
Garnett,257
Mel,257
Birdie,256
Dorcas,256
Rudolfo,256
Sal,256
Felice,254
Ike,254
Aurelio,254
Jaunita,253
Christi,253
Vernice,252
Mara,252
Dirk,252
Raphael,252
Hermelinda,251
Donovan,250
Verne,250
Morton,249
Jerrell,248
Hank,248
Ouida,246
Nilda,246
Sebastian,246
Brendan,246
Trudi,245
Randee,245
Hedy,245
Loyce,244
Sharleen,244
Sofia,244
Collette,243
Sharman,243
Nila,242
Bobbi,242
Velia,242
Russ,242
Tonia,241
Adelaide,241
Evonne,240
Leonora,240
Kattie,239
Prince,239
Alford,239
Kip,239
Porfirio,239
Rollin,238
Bobbye,237
Jannette,237
Easter,236
Linnie,236
Antonette,236
