name,frequency
Lon,98
Sal,98
Fidencio,98
Winfield,98
Isadore,98
Fernand,98
Ozella,97
Ardella,97
Farris,97
Verlyn,97
Annabel,97
Arlys,97
Nanette,97
Elia,97
Duncan,97
Norwood,97
Ferne,96
Blossom,96
Hiroshi,96
Candelario,96
Lauren,96
Meyer,96
Melvina,95
Zona,95
Refugia,95
Derald,95
Nunzio,95
Wynell,94
Juliet,94
Clarabelle,94
Bethel,94
Alease,94
Merritt,94
Lenwood,94
Savannah,93
Rosalia,93
Pierre,93
Myles,93
Rebeca,92
Aletha,92
Ingrid,92
Alverta,92
Arlis,92
Hideo,92
Conley,92
Hazle,91
Emilie,91
Lulu,91
Simona,91
Evalyn,91
Marylyn,91
Arla,91
Rozella,91
Hunter,91
Christ,91
Giles,91
Yoshiko,90
Angelica,90
Elinore,90
Rosamond,90
Mac,90
Akira,90
Mahlon,90
Audry,89
Carlota,89
Micaela,89
Marta,89
Marilee,89
Merna,89
Larae,89
Otho,89
Abelardo,89
Gustav,89
Silvio,89
Audie,88
Golda,88
Marcelina,88
Laurie,88
Julianne,88
Coleen,88
Ethelene,87
Mammie,87
Vallie,87
Elwanda,87
Vivienne,87
Catarina,87
Anastacio,87
Edison,87
Dwaine,87
Eugenio,87
Joye,86
Leonore,86
Juliana,86
Felice,86
Jodie,86
Loyal,86
Leamon,86
Evert,86
Cosmo,86
Emiko,85
Olevia,85
Trula,85
Lonzo,85
Ludwig,85
Gennaro,85
Abbie,84
Cloyd,84
Chauncey,84
Ozell,83
Creola,83
Pearlene,83
Antonetta,83
Rosaria,83
Valentin,83
Erasmo,83
Beverlee,82
Carma,82
Rowland,82
Amador,82
Eddy,82
Edmundo,82
Carlyle,82
Janelle,81
Romayne,81
Author,81
Arvel,81
Macario,81
Logan,81
Verdie,80
Belen,80
Setsuko,80
Imelda,80
Sabina,80
Yetta,80
Teodoro,80
Curley,80
Macie,79
Mercy,79
Michiko,79
Willian,79
Val,79
Gasper,79
Emmer,78
Cristina,78
Wava,78
Enola,78
Thomasina,78
Clint,78
Adelbert,78
Matt,78
Clemmie,77
Jesusita,77
Sumiko,77
Susanna,77
Jolene,77
Almeta,77
Neta,77
Harrell,77
Miller,77
Hosea,77
Art,77
Yukio,77
Fermin,77
Fritz,77
Saverio,77
Phylis,76
Dempsey,76
Tim,76
Ennis,76
Abram,76
Leandro,76
Efrain,76
Euna,75
Blanca,75
Adella,75
Wanita,75
Afton,75
Arletta,75
Lavona,75
Eulalio,75
Cipriano,75
Antoine,75
Worth,75
Epifanio,75
Merlene,74
Fairy,74
Estefana,74
Casper,74
Whitney,74
